,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms
5898,20955096,0,1,Almenara,Tetuán,Entire apartment,Entire home/apt,1.0,4.0,97.0,360,14,5,0.35,1.0
5899,20955251,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,94.0,145,148,59,3.45,1.0
5900,20955343,0,1,Puerta del Angel,Latina,Entire apartment,Entire home/apt,1.0,2.0,60.0,0,79,2,1.83,1.0
5901,20955569,0,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,4.0,112.0,326,29,5,0.73,1.0
5904,20960733,1,1,Ventas,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,2.0,49.0,0,45,1,1.04,1.0
5908,20977400,0,0,Bellas Vistas,Tetuán,Private room in apartment,Private room,1.0,1.0,22.0,181,9,1,0.23,1.5
5910,20980560,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,364,84,4,1.94,1.0
5911,20981310,1,1,San Diego,Puente de Vallecas,Entire apartment,Entire home/apt,2.0,2.0,57.0,0,115,1,2.67,1.0
5912,20985821,0,0,Puerta del Angel,Latina,Private room in apartment,Private room,1.0,1.0,17.0,0,3,1,0.07,1.0
5913,20986794,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,35.0,0,3,1,0.07,1.0
5915,20989468,0,0,Delicias,Arganzuela,Private room in apartment,Private room,1.0,2.0,25.0,0,6,1,0.14,1.0
5916,20991338,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,140.0,164,8,6,0.18,1.0
5917,20991553,0,1,Palomeras Bajas,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,1.0,40.0,333,36,2,0.83,1.0
5918,20991832,1,1,Sol,Centro,Entire apartment,Entire home/apt,3.0,3.0,200.0,60,69,7,1.61,2.0
5920,20993735,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,20.0,0,1,1,0.03,1.0
5921,21002529,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,128.0,147,194,1,4.6,1.0
5922,21007373,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,6.0,93.0,71,8,2,0.19,2.0
5923,21020651,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,22.0,0,2,1,0.05,1.0
5924,21023660,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,69.0,0,91,67,2.12,1.0
5926,21034741,0,0,Comillas,Carabanchel,Private room in apartment,Private room,1.0,1.0,25.0,180,6,1,0.14,1.0
5928,21037710,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,88.0,163,239,6,5.55,1.0
5930,21039601,1,1,Mirasierra,Fuencarral - El Pardo,Private room in townhouse,Private room,1.0,2.0,33.0,365,8,4,0.18,1.0
5932,21041035,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,149.0,267,27,62,0.63,1.0
5933,21057184,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,71.0,181,78,67,1.8,1.0
5934,21061194,0,1,Vista Alegre,Carabanchel,Private room in apartment,Private room,1.0,1.0,50.0,0,1,3,0.02,1.5
5935,21061365,0,1,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,28.0,38,19,1,0.45,1.0
5936,21062399,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,41.0,0,2,2,0.05,1.0
5937,21066042,0,1,Vista Alegre,Carabanchel,Private room in apartment,Private room,1.0,1.0,18.0,165,4,3,0.1,1.5
5941,21084828,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,204.0,0,38,1,0.91,1.0
5942,21085363,0,0,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,21.0,0,0,1,0.0,1.0
5943,21085937,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,91.0,362,72,2,1.67,1.0
5944,21086921,0,1,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,2.0,60.0,0,2,1,0.05,1.0
5947,21091918,1,1,Quintana,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,3.0,51.0,277,25,2,0.58,1.0
5948,21093334,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,113.0,0,5,5,0.12,1.0
5950,21096008,1,1,Mirasierra,Fuencarral - El Pardo,Private room in townhouse,Private room,1.0,1.0,28.0,365,7,4,0.16,1.0
5951,21096480,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,44.0,36,56,17,1.31,1.0
5952,21099860,0,1,Pacífico,Retiro,Private room in house,Private room,1.0,0.0,19.0,0,37,2,0.87,1.0
5953,21102049,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,78.0,365,52,1,1.28,1.0
5954,21102982,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,40.0,0,5,1,0.12,1.0
5955,21103099,1,1,Almagro,Chamberí,Private room in condominium,Private room,1.0,1.0,58.0,0,22,3,0.53,1.0
5956,21105620,0,1,Argüelles,Moncloa - Aravaca,Private room in house,Private room,1.0,1.0,20.0,0,3,31,0.15,2.0
5958,21116143,1,1,Peñagrande,Fuencarral - El Pardo,Entire condominium,Entire home/apt,2.0,4.0,99.0,317,44,1,1.04,1.5
5959,21119642,1,1,Pinar del Rey,Hortaleza,Entire apartment,Entire home/apt,3.0,4.0,142.0,41,43,11,1.01,1.0
5960,21120756,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,84.0,362,94,1,2.33,1.0
5961,21122724,0,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,1.0,99.0,347,78,1,1.81,1.0
5962,21123554,1,0,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,54.0,14,23,1,0.54,1.0
5963,21129244,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,0,26,2,0.62,1.0
5964,21131476,1,0,Delicias,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,68.0,60,60,1,1.4,1.0
5965,21132528,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,88.0,13,16,2,0.37,1.0
5966,21134551,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,187.0,362,98,1,2.29,2.5
5967,21139338,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,3.0,65.0,104,182,1,4.25,1.0
5968,21139972,0,1,San Isidro,Carabanchel,Entire apartment,Entire home/apt,2.0,4.0,60.0,0,118,3,2.88,1.0
5970,21156436,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,89.0,1,182,1,4.23,1.0
5972,21159903,0,0,Prosperidad,Chamartín,Shared room in apartment,Shared room,1.0,1.0,30.0,0,1,1,0.02,1.0
5975,21169917,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,145.0,0,40,1,1.11,1.0
5976,21171886,0,1,Entrevías,Puente de Vallecas,Shared room in apartment,Shared room,1.0,0.0,13.0,0,173,2,4.04,1.0
5977,21173399,0,0,Palomeras Bajas,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,9.0,0,0,2,0.0,1.0
5978,21179109,1,1,Pinar del Rey,Hortaleza,Private room in apartment,Private room,1.0,1.0,27.0,0,68,1,1.6,1.0
5979,21181180,0,1,Goya,Salamanca,Private room in apartment,Private room,1.0,1.0,36.0,0,22,2,0.52,1.5
5981,21184348,1,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,71.0,126,95,1,2.21,1.0
5984,21191658,1,1,Castellana,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,62.0,134,122,1,2.99,1.5
5986,21199029,0,1,Acacias,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,44.0,10,96,1,2.27,1.0
5987,21199809,0,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,1.0,29.0,364,3,3,0.07,1.0
5989,21208008,0,0,Universidad,Centro,Entire loft,Entire home/apt,1.0,1.0,71.0,0,15,1,0.35,1.0
5990,21208616,0,1,Imperial,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,48.0,318,46,1,1.08,1.0
5991,21212124,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,288,131,25,3.08,1.0
5992,21212218,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,4.0,160.0,286,133,2,3.1,2.0
5993,21212342,0,1,Palomeras Bajas,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,25.0,15,17,1,0.4,1.0
5994,21213060,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,6.0,195.0,346,111,1,2.6,2.0
5995,21213259,0,0,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,50.0,89,13,1,0.31,1.0
5996,21213303,0,0,Apostol Santiago,Hortaleza,Private room in apartment,Private room,1.0,2.0,24.0,91,36,2,0.86,1.0
5997,21220229,1,1,Concepción,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,22.0,318,14,2,0.36,2.0
5999,21228494,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,137.0,195,8,113,0.19,2.0
6000,21230615,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,58.0,0,78,1,1.83,1.0
6001,21230945,0,1,Fuente del Berro,Salamanca,Private room in apartment,Private room,1.0,1.0,19.0,0,42,5,1.0,1.0
6002,21237677,1,1,Pinar del Rey,Hortaleza,Entire apartment,Entire home/apt,1.0,3.0,52.0,278,278,1,6.5,1.0
6003,21240989,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,1.0,194.0,135,22,113,0.52,2.0
6004,21242025,0,0,Argüelles,Moncloa - Aravaca,Entire house,Entire home/apt,1.0,1.0,150.0,252,15,1,0.37,1.0
6005,21242173,0,1,Goya,Salamanca,Private room in apartment,Private room,1.0,1.0,45.0,0,0,1,0.0,1.0
6006,21246678,0,1,Ventas,Ciudad Lineal,Private room in loft,Private room,1.0,1.0,43.0,181,110,2,2.58,1.0
6007,21246929,0,1,Simancas,San Blas - Canillejas,Entire loft,Entire home/apt,1.0,2.0,85.0,180,8,4,0.21,1.0
6008,21248209,0,1,Ciudad Universitaria,Moncloa - Aravaca,Private room in apartment,Private room,1.0,1.0,23.0,0,0,1,0.0,1.0
6009,21248465,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,22.0,74,28,4,1.23,1.0
6011,21258978,1,1,Mirasierra,Fuencarral - El Pardo,Private room in guest suite,Private room,1.0,2.0,26.0,365,13,4,0.31,1.0
6012,21260832,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,1.0,1.0,61.0,0,92,1,2.32,1.0
6014,21262371,1,0,Peñagrande,Fuencarral - El Pardo,Private room in apartment,Private room,1.0,1.0,25.0,0,34,2,0.9,2.0
6015,21262594,0,1,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,1.0,46.0,0,110,2,2.59,1.0
6016,21270038,0,1,Castellana,Salamanca,Entire apartment,Entire home/apt,2.0,5.0,184.0,0,29,1,0.65,2.0
6017,21272863,1,1,Ibiza,Retiro,Private room in house,Private room,1.0,1.0,19.0,365,78,4,1.83,1.0
6019,21277713,0,1,Media Legua,Moratalaz,Private room in apartment,Private room,1.0,1.0,33.0,0,17,1,0.4,1.0
6020,21285357,0,0,Ciudad Jardín,Chamartín,Private room in apartment,Private room,1.0,1.0,55.0,180,1,1,0.02,1.0
6022,21291212,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,130.0,364,75,1,1.81,2.0
6023,21293152,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,60.0,0,12,5,0.28,1.0
6025,21303463,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,63.0,0,5,1,0.12,1.0
6026,21304193,0,1,Puerta Bonita,Carabanchel,Entire loft,Entire home/apt,1.0,0.0,41.0,331,75,1,1.82,1.0
6027,21305464,0,1,San Isidro,Carabanchel,Private room,Private room,1.0,0.0,17.0,364,0,9,0.0,1.5
6028,21307507,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,84.0,0,3,2,0.07,1.0
6030,21309942,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,47.0,96,41,2,0.98,1.5
6031,21317724,1,1,Pinar del Rey,Hortaleza,Private room in apartment,Private room,1.0,2.0,33.0,0,102,1,2.39,1.0
6033,21318687,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,155.0,350,5,62,0.12,2.0
6034,21332238,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,54.0,348,226,15,5.33,1.0
6035,21341857,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,40.0,87,101,6,2.37,1.0
6036,21343312,0,1,Embajadores,Centro,Room in serviced apartment,Hotel room,1.0,1.0,32.0,0,165,8,3.87,1.0
6037,21346329,0,0,San Cristobal,Villaverde,Private room in apartment,Private room,1.0,1.0,12.0,0,1,1,0.03,1.0
6039,21352903,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,4.0,62.0,62,98,7,2.31,1.0
6040,21354527,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,32.0,0,130,8,3.06,1.0
6041,21362931,0,0,Simancas,San Blas - Canillejas,Private room in loft,Private room,1.0,1.0,24.0,0,42,1,1.0,1.0
6042,21362950,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,77,7,4,0.17,1.0
6043,21363536,0,1,Casa de Campo,Moncloa - Aravaca,Private room in house,Private room,1.0,2.0,21.0,90,34,1,0.81,1.5
6044,21365468,0,0,Quintana,Ciudad Lineal,Private room,Private room,1.0,1.0,16.0,0,39,3,0.93,1.0
6045,21366477,1,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,81.0,319,5,1,0.15,2.5
6046,21368162,0,0,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,0.0,16.0,0,100,3,2.37,1.0
6047,21371309,0,1,Atocha,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,52.0,293,197,5,4.65,1.0
6049,21376743,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,52.0,0,4,1,0.1,1.0
6050,21378300,0,1,Almenara,Tetuán,Private room in apartment,Private room,1.0,1.0,22.0,0,181,1,4.25,1.0
6051,21379394,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,72.0,152,91,1,2.18,1.0
6053,21384524,0,0,Universidad,Centro,Private room in loft,Private room,1.0,1.0,27.0,0,31,2,0.73,1.0
6054,21386666,0,1,Castellana,Salamanca,Entire apartment,Entire home/apt,3.0,5.0,82.0,0,87,1,2.06,2.0
6055,21387602,1,1,San Cristobal,Villaverde,Entire apartment,Entire home/apt,3.0,4.0,48.0,0,80,3,1.9,1.0
6056,21388718,1,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,4.0,104.0,104,91,1,2.16,2.0
6057,21389483,1,1,Jerónimos,Retiro,Entire apartment,Entire home/apt,1.0,3.0,49.0,241,292,3,6.95,1.0
6059,21390501,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,106.0,165,1,2,0.03,1.0
6060,21390697,0,1,Prosperidad,Chamartín,Shared room in house,Shared room,1.0,1.0,37.0,0,7,1,0.16,1.0
6061,21391477,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,106.0,365,6,1,0.18,1.0
6062,21393143,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,150.0,0,3,6,0.08,1.0
6063,21401190,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,79.0,175,135,25,3.2,1.0
6064,21401356,1,1,Jerónimos,Retiro,Entire apartment,Entire home/apt,2.0,4.0,154.0,202,23,28,0.55,2.0
6065,21402384,1,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,2.0,2.0,48.0,55,79,2,1.91,1.0
6066,21403604,0,1,Recoletos,Salamanca,Entire apartment,Entire home/apt,2.0,2.0,207.0,364,0,92,0.0,2.0
6067,21408141,0,1,Embajadores,Centro,Entire loft,Entire home/apt,3.0,3.0,117.0,306,103,1,2.5,3.0
6068,21408258,0,1,Universidad,Centro,Entire apartment,Entire home/apt,3.0,4.0,217.0,221,80,1,1.91,3.0
6069,21412860,0,1,Rios Rosas,Chamberí,Private room in guest suite,Private room,1.0,1.0,45.0,0,4,1,0.1,1.0
6070,21417280,0,0,Casco Histórico de Vallecas,Villa de Vallecas,Private room in apartment,Private room,1.0,1.0,164.0,6,18,1,0.43,1.0
6071,21417708,0,1,Argüelles,Moncloa - Aravaca,Private room in house,Private room,3.0,4.0,60.0,0,5,1,0.12,1.0
6072,21418557,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,93.0,135,5,10,0.12,1.0
6073,21418722,0,0,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,160.0,0,1,1,0.02,2.0
6074,21419399,0,0,Puerta Bonita,Carabanchel,Private room in apartment,Private room,1.0,1.0,25.0,0,26,2,0.62,1.5
6075,21419465,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,61.0,0,15,1,0.36,1.0
6076,21422183,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,210.0,306,26,62,0.62,1.0
6077,21422656,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,31.0,0,12,1,0.28,1.0
6078,21423389,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,40.0,89,2,1,0.05,0.0
6079,21424926,0,0,Delicias,Arganzuela,Private room in house,Private room,1.0,1.0,26.0,0,6,1,0.14,1.0
6080,21425384,0,0,Marroquina,Moratalaz,Private room,Private room,1.0,1.0,50.0,0,0,1,0.0,1.0
6081,21426603,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,30.0,0,119,8,2.81,1.0
6082,21428783,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,2.0,2.0,77.0,0,0,1,0.0,2.0
6083,21435863,1,0,Castilla,Chamartín,Private room in apartment,Private room,1.0,1.0,46.0,0,113,1,2.9,1.0
6084,21437216,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,35.0,61,173,3,4.11,1.0
6085,21438817,1,0,Ciudad Jardín,Chamartín,Entire apartment,Entire home/apt,3.0,6.0,100.0,170,80,2,1.93,2.0
6086,21444447,1,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,100.0,0,84,1,2.0,1.0
6087,21444617,0,1,San Isidro,Carabanchel,Private room in apartment,Private room,1.0,0.0,40.0,181,6,1,0.15,1.0
6088,21453792,1,1,Orcasur,Usera,Entire apartment,Entire home/apt,3.0,6.0,90.0,33,125,1,3.01,2.0
6089,21455170,1,1,Casco Histórico de Barajas,Barajas,Private room in apartment,Private room,1.0,1.0,39.0,355,441,5,10.48,1.5
6090,21456431,0,0,San Andrés,Villaverde,Entire loft,Entire home/apt,1.0,1.0,58.0,0,19,1,0.45,1.5
6091,21456587,0,0,Pueblo Nuevo,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,2.0,31.0,170,19,1,0.51,1.0
6092,21457533,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,3.0,4.0,210.0,326,23,11,0.54,2.0
6093,21465818,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,55.0,10,114,1,2.72,1.0
6095,21470292,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,30.0,73,15,2,0.37,1.0
6097,21473919,0,1,San Diego,Puente de Vallecas,Private room in apartment,Private room,4.0,1.0,11.0,350,28,6,0.66,1.0
6098,21476110,0,1,San Pascual,Ciudad Lineal,Private room in apartment,Private room,2.0,2.0,31.0,0,9,1,0.24,1.0
6099,21479987,0,1,Gaztambide,Chamberí,Private room in apartment,Private room,1.0,1.0,14.0,298,1,18,0.03,1.5
6100,21480621,0,0,Ventas,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,2.0,78.0,0,2,1,0.05,1.0
6101,21484560,0,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,50.0,272,48,3,1.14,1.0
6103,21486293,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,20.0,70,215,1,5.14,1.0
6104,21492514,0,0,Concepción,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,28.0,89,2,3,0.05,1.0
6105,21493122,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,69.0,120,111,1,2.69,1.0
6107,21496663,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,50.0,245,243,3,5.82,1.0
6108,21497071,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,29.0,0,105,8,2.49,1.0
6109,21498125,1,1,Embajadores,Centro,Entire loft,Entire home/apt,1.0,2.0,45.0,287,258,3,6.14,1.0
6110,21498187,0,0,Recoletos,Salamanca,Private room in apartment,Private room,1.0,0.0,96.0,365,9,1,0.27,1.0
6111,21499603,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,44.0,106,52,3,1.44,1.0
6112,21507647,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,8.0,15.0,361,13,19,0.31,6.5
6114,21508987,0,1,Imperial,Arganzuela,Entire apartment,Entire home/apt,2.0,5.0,90.0,142,135,59,3.22,1.0
6115,21509581,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,103.0,0,148,59,3.53,1.0
6116,21511210,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,8.0,15.0,365,6,19,0.18,6.5
6117,21511940,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,44.0,28.0,365,2,19,0.06,6.0
6118,21513378,0,0,San Andrés,Villaverde,Private room in apartment,Private room,1.0,1.0,24.0,31,6,3,0.15,1.0
6119,21513959,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,98.0,103,48,1,1.16,1.5
6121,21515121,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,71.0,365,90,1,2.16,1.0
6122,21515176,0,1,Palos de Moguer,Arganzuela,Entire loft,Entire home/apt,1.0,1.0,100.0,318,98,1,2.34,1.0
6123,21516513,0,0,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,40.0,46,70,1,1.66,1.0
6125,21525464,0,1,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,2.0,18.0,365,14,13,0.33,1.0
6126,21525718,0,0,Universidad,Centro,Entire apartment,Entire home/apt,3.0,5.0,80.0,14,72,1,1.77,1.0
6127,21534424,0,1,Ciudad Jardín,Chamartín,Private room in condominium,Private room,1.0,1.0,15.0,7,16,2,0.39,1.0
6128,21535357,0,0,Valdefuentes,Hortaleza,Private room in condominium,Private room,1.0,2.0,40.0,76,3,1,0.07,1.0
6130,21544460,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,3.0,96.0,0,1,2,0.03,1.5
6132,21546820,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,7,119,2,2.85,1.0
6133,21548692,0,0,Apostol Santiago,Hortaleza,Private room in apartment,Private room,1.0,2.0,25.0,88,2,2,0.05,1.0
6134,21550729,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,4.0,108.0,170,59,4,1.43,2.0
6135,21550962,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,72.0,172,83,4,2.03,1.0
6136,21560392,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,50.0,28.0,365,5,19,0.12,6.0
6137,21563316,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,4.0,31.0,365,1,19,0.03,6.0
6138,21563570,0,1,Acacias,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,33.0,0,1,1,0.02,1.0
6139,21570744,0,1,Sol,Centro,Entire apartment,Entire home/apt,4.0,4.0,189.0,226,88,2,2.12,2.5
6140,21571467,0,0,Numancia,Puente de Vallecas,Private room in loft,Private room,1.0,1.0,19.0,0,5,2,0.12,1.0
6141,21573851,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,4.0,31.0,365,1,19,0.03,6.0
6142,21573980,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,46.0,88,24,2,0.58,1.5
6143,21575618,0,0,Hispanoamérica,Chamartín,Entire apartment,Entire home/apt,1.0,3.0,99.0,0,25,2,0.6,1.0
6144,21577038,0,0,Sol,Centro,Shared room in bed and breakfast,Shared room,1.0,3.0,31.0,365,1,19,0.03,6.0
6146,21579635,0,1,Zofío,Usera,Entire apartment,Entire home/apt,3.0,4.0,99.0,365,1,20,0.07,1.0
6147,21581783,0,1,Opañel,Carabanchel,Entire apartment,Entire home/apt,1.0,2.0,121.0,354,7,31,0.17,1.0
6148,21584192,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,175.0,108,89,6,2.3,1.0
6149,21584566,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,1.0,31.0,0,16,1,0.38,2.0
6150,21589867,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,104,20,1,0.59,1.0
6152,21591820,0,0,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,66.0,0,0,1,0.0,1.0
6153,21592236,0,1,Entrevías,Puente de Vallecas,Entire apartment,Entire home/apt,2.0,3.0,57.0,345,45,1,1.09,1.0
6154,21593162,0,1,Almendrales,Usera,Entire apartment,Entire home/apt,2.0,4.0,41.0,29,125,3,3.0,1.0
6155,21595408,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,21.0,226,92,2,2.23,1.0
6156,21600904,0,0,Vista Alegre,Carabanchel,Private room in house,Private room,1.0,1.0,17.0,0,0,1,0.0,1.0
6157,21602634,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,21.0,0,112,2,2.69,1.5
6158,21604470,0,1,Corralejos,Barajas,Entire apartment,Entire home/apt,4.0,6.0,190.0,266,35,2,0.86,2.5
6159,21604537,0,1,Acacias,Arganzuela,Private room in guest suite,Private room,2.0,2.0,30.0,0,13,1,0.31,1.0
6160,21605138,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,77.0,1,135,1,3.24,2.0
6161,21605391,0,0,Almendrales,Usera,Private room in guest suite,Private room,2.0,5.0,20.0,0,2,1,0.05,2.0
6162,21605577,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,116.0,258,94,1,2.29,2.0
6163,21607772,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,42.0,0,1,1,0.02,2.0
6164,21608863,0,0,Gaztambide,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,119.0,77,6,1,0.14,1.0
6165,21610478,0,0,San Andrés,Villaverde,Private room in apartment,Private room,1.0,1.0,15.0,245,15,3,0.44,1.0
